DRAW_NUMBER,DATE,YEAR_DRAW,NUMBER_1,NUMBER_2,NUMBER_3,NUMBER_4,NUMBER_5,STAR_1,STAR_2,NUMBER_OF_WINNERS,SORTEIO
357,2010-12-10,2010-12,46,2,10,3,33,8,7,0,Sexta-Feira
358,2010-12-17,2010-12,3,35,29,42,20,3,8,1,Sexta-Feira
359,2010-12-24,2010-12,46,19,42,36,38,8,2,1,Sexta-Feira
360,2010-12-31,2010-12,2,24,43,38,34,1,7,1,Sexta-Feira
361,2011-01-07,2011-01,32,22,1,48,50,7,6,1,Sexta-Feira
362,2011-01-14,2011-01,44,2,24,14,39,7,6,0,Sexta-Feira
363,2011-01-21,2011-01,21,11,13,3,18,5,4,2,Sexta-Feira
364,2011-01-28,2011-01,41,24,23,42,13,5,1,0,Sexta-Feira
365,2011-02-04,2011-02,47,35,11,2,24,5,9,5,Sexta-Feira
366,2011-02-11,2011-02,15,14,12,19,23,7,8,0,Sexta-Feira
367,2011-02-18,2011-02,45,3,49,15,2,9,5,0,Sexta-Feira
368,2011-02-25,2011-02,42,45,13,48,12,3,9,0,Sexta-Feira
369,2011-03-04,2011-03,28,41,25,11,27,8,5,0,Sexta-Feira
370,2011-03-11,2011-03,17,24,37,19,46,2,7,0,Sexta-Feira
371,2011-03-18,2011-03,50,13,26,1,20,7,6,0,Sexta-Feira
372,2011-03-25,2011-03,12,21,6,33,27,7,3,2,Sexta-Feira
373,2011-04-01,2011-04,17,33,22,21,4,4,8,1,Sexta-Feira
374,2011-04-08,2011-04,21,47,23,38,50,6,2,0,Sexta-Feira
375,2011-04-15,2011-04,4,41,6,21,39,2,6,0,Sexta-Feira
376,2011-04-22,2011-04,22,45,48,11,36,1,4,1,Sexta-Feira
377,2011-04-29,2011-04,38,40,25,15,41,1,2,0,Sexta-Feira
378,2011-05-06,2011-05,28,16,20,22,11,4,9,1,Sexta-Feira
379,2011-05-10,2011-05,28,3,45,10,15,7,5,0,Terça-Feira
380,2011-05-13,2011-05,17,47,11,36,9,2,1,1,Sexta-Feira
381,2011-05-17,2011-05,37,20,21,45,46,3,2,0,Terça-Feira
382,2011-05-20,2011-05,42,25,10,20,14,8,11,1,Sexta-Feira
383,2011-05-24,2011-05,16,23,24,29,26,2,9,0,Terça-Feira
384,2011-05-27,2011-05,28,9,49,25,17,9,8,0,Sexta-Feira
385,2011-05-31,2011-05,22,9,10,50,1,11,5,0,Terça-Feira
386,2011-06-03,2011-06,49,40,50,39,4,2,5,0,Sexta-Feira
387,2011-06-07,2011-06,25,38,40,6,36,10,4,0,Terça-Feira
388,2011-06-10,2011-06,37,20,3,48,19,8,11,0,Sexta-Feira
389,2011-06-14,2011-06,41,19,48,5,12,8,10,0,Terça-Feira
390,2011-06-17,2011-06,11,22,21,16,44,8,3,0,Sexta-Feira
391,2011-06-21,2011-06,49,50,20,17,35,4,3,0,Terça-Feira
392,2011-06-24,2011-06,41,20,5,30,16,11,6,0,Sexta-Feira
393,2011-06-28,2011-06,16,15,44,30,50,3,2,0,Terça-Feira
394,2011-07-01,2011-07,11,23,31,8,46,9,8,0,Sexta-Feira
395,2011-07-05,2011-07,28,47,29,11,49,5,1,0,Terça-Feira
396,2011-07-08,2011-07,12,13,40,49,23,7,10,0,Sexta-Feira
397,2011-07-12,2011-07,19,17,42,45,38,9,10,1,Terça-Feira
398,2011-07-15,2011-07,26,6,33,39,34,3,4,0,Sexta-Feira
399,2011-07-19,2011-07,16,3,25,35,26,5,9,1,Terça-Feira
400,2011-07-22,2011-07,4,50,15,49,23,2,6,2,Sexta-Feira
401,2011-07-26,2011-07,5,1,25,48,22,11,3,0,Terça-Feira
402,2011-07-29,2011-07,37,38,19,27,12,5,10,1,Sexta-Feira
403,2011-08-02,2011-08,8,33,14,24,5,8,3,0,Terça-Feira
404,2011-08-05,2011-08,34,32,18,14,13,1,10,0,Sexta-Feira
405,2011-08-09,2011-08,36,24,34,7,23,11,8,0,Terça-Feira
406,2011-08-12,2011-08,7,20,37,10,27,7,4,0,Sexta-Feira
407,2011-08-16,2011-08,45,18,1,13,17,8,3,0,Terça-Feira
408,2011-08-19,2011-08,16,6,31,28,14,11,2,0,Sexta-Feira
409,2011-08-23,2011-08,42,50,6,14,4,2,4,0,Terça-Feira
410,2011-08-26,2011-08,25,45,22,33,12,5,7,0,Sexta-Feira
411,2011-08-30,2011-08,46,8,2,10,19,5,9,0,Terça-Feira
412,2011-09-02,2011-09,37,12,26,38,44,4,7,0,Sexta-Feira
413,2011-09-06,2011-09,42,35,50,48,47,9,8,0,Terça-Feira
414,2011-09-09,2011-09,21,5,34,31,28,2,1,0,Sexta-Feira
415,2011-09-13,2011-09,28,32,49,9,30,9,10,1,Terça-Feira
416,2011-09-16,2011-09,39,2,42,17,8,3,10,1,Sexta-Feira
417,2011-09-20,2011-09,25,38,19,9,36,11,7,0,Terça-Feira
418,2011-09-23,2011-09,6,33,48,14,34,6,2,0,Sexta-Feira
419,2011-09-27,2011-09,28,18,40,27,35,3,5,0,Terça-Feira
420,2011-09-30,2011-09,28,15,44,31,5,1,6,3,Sexta-Feira
421,2011-10-04,2011-10,14,16,23,45,38,8,11,0,Terça-Feira
422,2011-10-07,2011-10,42,34,18,38,26,8,5,1,Sexta-Feira
423,2011-10-11,2011-10,12,16,4,1,48,9,10,0,Terça-Feira
424,2011-10-14,2011-10,47,23,12,29,32,3,5,0,Sexta-Feira
425,2011-10-18,2011-10,46,18,37,48,23,2,10,0,Terça-Feira
426,2011-10-21,2011-10,37,19,2,33,46,5,8,2,Sexta-Feira
427,2011-10-25,2011-10,39,28,22,12,27,4,10,0,Terça-Feira
428,2011-10-28,2011-10,39,16,20,17,50,4,8,0,Sexta-Feira
429,2011-11-01,2011-11,20,45,23,14,46,1,11,0,Terça-Feira
430,2011-11-04,2011-11,41,50,11,43,14,9,2,0,Sexta-Feira
431,2011-11-08,2011-11,40,15,4,29,1,1,5,0,Terça-Feira
432,2011-11-11,2011-11,30,18,1,4,23,3,7,1,Sexta-Feira
433,2011-11-15,2011-11,47,17,22,6,45,3,11,1,Terça-Feira
434,2011-11-18,2011-11,39,44,24,4,12,2,4,0,Sexta-Feira
435,2011-11-22,2011-11,16,40,38,24,18,2,4,0,Terça-Feira
436,2011-11-25,2011-11,34,14,26,19,28,5,8,1,Sexta-Feira
437,2011-11-29,2011-11,25,50,11,45,41,7,2,0,Terça-Feira
438,2011-12-02,2011-12,27,40,7,43,30,9,8,1,Sexta-Feira
439,2011-12-06,2011-12,34,21,20,38,19,9,3,0,Terça-Feira
440,2011-12-09,2011-12,21,12,47,44,29,2,1,0,Sexta-Feira
441,2011-12-13,2011-12,12,37,18,33,7,1,11,0,Terça-Feira
442,2011-12-16,2011-12,10,2,23,31,5,5,2,1,Sexta-Feira
443,2011-12-20,2011-12,14,48,1,9,12,7,1,0,Terça-Feira
444,2011-12-23,2011-12,22,7,24,28,21,1,11,0,Sexta-Feira
445,2011-12-27,2011-12,26,21,25,19,44,7,3,0,Terça-Feira
446,2011-12-30,2011-12,36,44,43,16,50,8,7,0,Sexta-Feira
447,2012-01-03,2012-01,42,30,45,3,49,5,10,0,Terça-Feira
448,2012-01-06,2012-01,1,6,10,31,12,7,2,2,Sexta-Feira
449,2012-01-10,2012-01,9,4,30,10,40,9,2,0,Terça-Feira
450,2012-01-13,2012-01,39,13,21,14,27,8,6,0,Sexta-Feira
451,2012-01-17,2012-01,12,44,22,30,31,5,6,0,Terça-Feira
452,2012-01-20,2012-01,10,28,27,2,22,8,6,1,Sexta-Feira
453,2012-01-24,2012-01,1,20,6,2,36,11,8,0,Terça-Feira
454,2012-01-27,2012-01,10,19,44,13,39,6,2,0,Sexta-Feira
455,2012-01-31,2012-01,43,34,38,9,45,4,2,0,Terça-Feira
456,2012-02-03,2012-02,16,20,19,25,28,1,10,0,Sexta-Feira
457,2012-02-07,2012-02,15,3,17,33,28,2,4,1,Terça-Feira
458,2012-02-10,2012-02,3,14,31,41,8,7,11,0,Sexta-Feira
459,2012-02-14,2012-02,36,14,42,46,27,11,8,0,Terça-Feira
460,2012-02-17,2012-02,11,4,47,28,38,11,10,0,Sexta-Feira
461,2012-02-21,2012-02,11,24,14,25,29,11,7,0,Terça-Feira
462,2012-02-24,2012-02,34,3,12,26,7,10,8,1,Sexta-Feira
463,2012-02-28,2012-02,10,48,1,17,33,2,3,0,Terça-Feira
464,2012-03-02,2012-03,44,5,11,6,30,6,2,1,Sexta-Feira
465,2012-03-06,2012-03,23,47,27,37,24,6,2,0,Terça-Feira
466,2012-03-09,2012-03,39,36,32,47,3,6,9,0,Sexta-Feira
467,2012-03-13,2012-03,47,1,25,10,43,8,9,0,Terça-Feira
468,2012-03-16,2012-03,12,4,50,3,23,4,7,1,Sexta-Feira
469,2012-03-20,2012-03,28,30,15,16,46,3,4,0,Terça-Feira
470,2012-03-23,2012-03,50,15,9,23,31,8,11,1,Sexta-Feira
471,2012-03-27,2012-03,29,36,27,34,24,7,8,1,Terça-Feira
472,2012-03-30,2012-03,46,17,23,4,36,10,6,0,Sexta-Feira
473,2012-04-03,2012-04,1,8,18,25,30,10,9,0,Terça-Feira
474,2012-04-06,2012-04,11,35,45,20,30,2,3,0,Sexta-Feira
475,2012-04-10,2012-04,37,27,22,25,36,9,5,0,Terça-Feira
476,2012-04-13,2012-04,8,39,43,13,26,3,5,1,Sexta-Feira
477,2012-04-17,2012-04,10,28,49,48,33,10,1,0,Terça-Feira
478,2012-04-20,2012-04,32,41,29,3,6,11,10,0,Sexta-Feira
479,2012-04-24,2012-04,8,24,48,43,9,3,5,0,Terça-Feira
480,2012-04-27,2012-04,36,43,30,27,20,1,6,1,Sexta-Feira
481,2012-05-01,2012-05,4,15,41,5,19,11,9,0,Terça-Feira
482,2012-05-04,2012-05,26,41,40,39,3,1,2,0,Sexta-Feira
483,2012-05-08,2012-05,3,34,48,38,21,5,8,0,Terça-Feira
484,2012-05-11,2012-05,1,17,13,44,38,2,11,0,Sexta-Feira
